"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",100-Hz data,Rapid failure period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original distance data; corr = corrected data to reflect slope-parallel distance m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
24629.15,1.64094,2.13841,1.51591,1.641,2.138,1.516,23.24,-3.91,77.61,2.28,-0.38,7.61
24629.16,1.64094,2.15734,1.52683,1.641,2.157,1.527,23.08,-1.88,80.39,2.26,-0.18,7.88
24629.17,1.64068,2.1769,1.5339,1.641,2.177,1.534,22.93,1.09,82.87,2.25,0.11,8.13
24629.18,1.64094,2.19584,1.53621,1.641,2.196,1.536,23.24,3.44,85.94,2.28,0.34,8.43
24629.19,1.64094,2.21729,1.53287,1.641,2.217,1.533,23.24,4.53,89.01,2.28,0.44,8.73
24629.20,1.64106,2.23686,1.52311,1.641,2.237,1.523,22.93,4.53,91.05,2.25,0.44,8.93
24629.21,1.64119,2.25832,1.50653,1.641,2.258,1.507,23.24,3.13,93.24,2.28,0.31,9.14
24629.22,1.64119,2.27788,1.48212,1.641,2.278,1.482,23.39,1.88,95.14,2.29,0.18,9.33
24629.23,1.64119,2.29997,1.45089,1.641,2.300,1.451,23.08,0.78,96.02,2.26,0.08,9.42
24629.24,1.64106,2.32143,1.41221,1.641,2.321,1.412,23.24,-0.63,96.46,2.28,-0.06,9.46
24629.25,1.64094,2.34288,1.36596,1.641,2.343,1.366,22.93,-2.03,95.87,2.25,-0.20,9.40
24629.26,1.64106,2.3656,1.31353,1.641,2.366,1.314,23.24,-2.03,94.70,2.28,-0.20,9.29
24629.27,1.64119,2.38769,1.25648,1.641,2.388,1.256,23.39,-0.63,91.64,2.29,-0.06,8.99
24629.28,1.64119,2.41041,1.19647,1.641,2.410,1.196,23.08,1.25,87.25,2.26,0.12,8.56
24629.29,1.64132,2.43439,1.13531,1.641,2.434,1.135,23.24,3.59,82.14,2.28,0.35,8.05
24629.30,1.64132,2.45775,1.0735,1.641,2.458,1.074,23.24,6.56,75.86,2.28,0.64,7.44
24629.31,1.64119,2.48236,1.01259,1.641,2.482,1.013,23.08,9.22,69.28,2.26,0.90,6.79
24629.32,1.64119,2.5076,0.9531,1.641,2.508,0.953,22.93,11.72,62.86,2.25,1.15,6.16
24629.33,1.64132,2.53285,0.89553,1.641,2.533,0.896,23.08,13.28,56.28,2.26,1.30,5.52
24629.34,1.64132,2.55998,0.84067,1.641,2.560,0.841,23.24,13.75,50.15,2.28,1.35,4.92
24629.35,1.64106,2.58586,0.78901,1.641,2.586,0.789,22.93,12.97,44.16,2.25,1.27,4.33
24629.36,1.64119,2.61363,0.7407,1.641,2.614,0.741,23.39,10.78,38.61,2.29,1.06,3.79
24629.37,1.64119,2.6414,0.69585,1.641,2.641,0.696,23.08,7.66,32.76,2.26,0.75,3.21
24629.38,1.64144,2.66917,0.65486,1.641,2.669,0.655,22.93,2.97,27.21,2.25,0.29,2.67
24629.39,1.64144,2.69883,0.61695,1.641,2.699,0.617,23.39,-2.81,21.80,2.29,-0.28,2.14
24629.40,1.64132,2.72912,0.58265,1.641,2.729,0.583,23.08,-9.06,16.84,2.26,-0.89,1.65
24629.41,1.64132,2.76004,0.55142,1.641,2.760,0.551,23.24,-15.78,12.31,2.28,-1.55,1.21
24629.42,1.64144,2.78908,0.5229,1.641,2.789,0.523,23.24,-18.91,9.24,2.28,-1.85,0.91
24629.43,1.64132,2.82189,0.49745,1.641,2.822,0.497,23.39,-17.50,7.20,2.29,-1.72,0.71
24629.44,1.64144,2.85408,0.47394,1.641,2.854,0.474,23.24,-12.03,6.03,2.28,-1.18,0.59
24629.45,1.64144,2.88626,0.45312,1.641,2.886,0.453,23.39,-3.59,6.03,2.29,-0.35,0.59
24629.46,1.64157,2.91908,0.43411,1.642,2.919,0.434,23.08,6.09,6.76,2.26,0.60,0.66
24629.47,1.64119,2.95253,0.41714,1.641,2.953,0.417,23.39,15.63,7.34,2.29,1.53,0.72
24629.48,1.64132,2.98661,0.40185,1.641,2.987,0.402,23.08,24.22,7.63,2.26,2.37,0.75
24629.49,1.64144,3.02069,0.38798,1.641,3.021,0.388,23.24,30.94,8.51,2.28,3.03,0.83
24629.50,1.64144,3.05477,0.37551,1.641,3.055,0.376,22.93,35.78,9.97,2.25,3.03,0.83
24629.51,1.64157,3.08948,0.36433,1.642,3.089,0.364,23.08,39.22,11.43,2.26,3.51,0.98
24629.52,1.64144,3.12356,0.35405,1.641,3.124,0.354,23.08,41.09,13.62,2.26,3.85,1.12
24629.53,1.64132,3.1589,0.34493,1.641,3.159,0.345,23.24,40.94,16.40,2.28,4.03,1.34
24629.54,1.6417,3.19424,0.33683,1.642,3.194,0.337,23.08,40.00,19.91,2.26,4.01,1.61
24629.55,1.64132,3.22959,0.32951,1.641,3.230,0.330,23.08,39.22,23.41,2.26,3.92,1.95
24629.56,1.6417,3.26619,0.32283,1.642,3.266,0.323,23.39,38.13,26.48,2.29,3.85,2.30
24629.57,1.64144,3.30216,0.31679,1.641,3.302,0.317,23.39,36.72,28.96,2.29,3.74,2.60
24629.58,1.64132,3.33751,0.31075,1.641,3.338,0.311,23.24,35.31,30.57,2.28,3.60,2.84
24629.59,1.6417,3.37348,0.30587,1.642,3.373,0.306,23.08,32.19,32.91,2.26,3.46,3.00
24629.60,1.64144,3.40882,0.30073,1.641,3.409,0.301,23.24,27.81,35.98,2.28,3.16,3.23
24629.61,1.64144,3.44542,0.29584,1.641,3.445,0.296,23.08,20.78,39.77,2.26,2.73,3.53
24629.62,1.64144,3.48077,0.29109,1.641,3.481,0.291,23.24,10.94,44.30,2.28,2.04,3.90
24629.63,1.64157,3.51674,0.28634,1.642,3.517,0.286,22.77,-1.72,48.69,2.23,1.07,4.34
24629.64,1.64157,3.55334,0.28145,1.642,3.553,0.281,22.46,-15.31,52.05,2.20,-0.17,4.77
24629.65,1.6417,3.59121,0.27683,1.642,3.591,0.277,21.84,-25.78,55.84,2.14,-1.50,5.10
24629.66,1.64144,3.62781,0.27259,1.641,3.628,0.273,21.07,-31.56,59.06,2.07,-2.53,5.48
24629.67,1.6417,3.66316,0.26835,1.642,3.663,0.268,19.83,-33.91,62.42,1.94,-3.10,5.79
24629.68,1.64182,3.70039,0.26462,1.642,3.700,0.265,19.36,-33.13,65.63,1.90,-3.33,6.12
24629.69,1.64144,3.73699,0.26115,1.641,3.737,0.261,19.52,-30.16,68.26,1.91,-3.25,6.44
24629.70,1.64144,3.77423,0.25794,1.641,3.774,0.258,21.22,-24.53,71.04,2.08,-2.96,6.69
24629.71,1.64157,3.81147,0.25485,1.642,3.811,0.255,25.10,-18.44,72.94,2.46,-2.41,6.97
24629.72,1.64157,3.8487,0.25228,1.642,3.849,0.252,29.59,-13.28,74.40,2.90,-1.81,7.15
24629.73,1.64144,3.88593,0.24997,1.641,3.886,0.250,33.78,-10.00,75.57,3.31,-1.30,7.30
24629.74,1.64157,3.92443,0.24753,1.642,3.924,0.248,37.34,-9.69,76.15,3.66,-0.98,7.41
24629.75,1.64157,3.96293,0.24509,1.642,3.963,0.245,39.51,-10.94,76.73,3.87,-0.95,7.47
24629.76,1.6417,4.0008,0.2429,1.642,4.001,0.243,41.53,-13.75,76.88,4.07,-1.07,7.53
24629.77,1.64157,4.03866,0.24059,1.642,4.039,0.241,43.54,-17.97,76.73,4.27,-1.35,7.54
24629.78,1.6417,4.07716,0.23828,1.642,4.077,0.238,46.64,-21.41,76.00,4.57,-1.76,7.53
24629.79,1.64144,4.11692,0.23622,1.641,4.117,0.236,51.14,-21.72,74.40,5.01,-2.10,7.45
24629.80,1.6417,4.15605,0.23378,1.642,4.156,0.234,56.56,-19.53,71.62,5.55,-2.13,7.30
24629.81,1.64157,4.19518,0.23172,1.642,4.195,0.232,62.14,-13.28,68.11,6.09,-1.92,7.02
24629.82,1.64144,4.23494,0.22967,1.641,4.235,0.230,66.48,-4.22,63.73,6.52,-1.30,6.68
24629.83,1.64144,4.27343,0.228,1.641,4.273,0.228,70.05,5.78,59.20,6.87,-0.41,6.25
24629.84,1.6417,4.31382,0.22633,1.642,4.314,0.226,72.68,14.06,54.24,7.13,0.57,5.81
24629.85,1.6417,4.35169,0.22466,1.642,4.352,0.225,74.70,19.22,50.00,7.32,1.38,5.32
24629.86,1.64157,4.39145,0.22312,1.642,4.391,0.223,76.40,20.47,46.64,7.49,1.88,4.90
24629.87,1.6417,4.43184,0.22183,1.642,4.432,0.222,76.87,17.19,43.72,7.54,2.01,4.57
24629.88,1.64195,4.47097,0.22055,1.642,4.471,0.221,77.02,9.53,40.65,7.55,1.69,4.29
24629.89,1.64157,4.51073,0.21913,1.642,4.511,0.219,76.40,-1.72,38.46,7.49,0.93,3.99
24629.90,1.64157,4.54859,0.21759,1.642,4.549,0.218,75.47,-12.50,35.98,7.40,-0.17,3.77
24629.91,1.6417,4.58962,0.21605,1.642,4.590,0.216,75.01,-18.59,34.37,7.36,-1.23,3.53
24629.92,1.6417,4.62748,0.21438,1.642,4.627,0.214,74.85,-20.00,33.93,7.34,-1.82,3.37
24629.93,1.6417,4.66787,0.21258,1.642,4.668,0.213,75.16,-17.19,34.22,7.37,-1.96,3.33
24629.94,1.6417,4.70637,0.21078,1.642,4.706,0.211,76.09,-11.56,35.25,7.46,-1.69,3.36
24629.95,1.6417,4.74487,0.20911,1.642,4.745,0.209,77.33,-4.69,37.73,7.58,-1.13,3.46
24629.96,1.64157,4.78337,0.20744,1.642,4.783,0.207,77.95,2.97,40.50,7.64,-0.46,3.70
24629.97,1.64182,4.82186,0.20525,1.642,4.822,0.205,78.42,8.75,44.01,7.69,0.29,3.97
24629.98,1.6417,4.85973,0.20307,1.642,4.860,0.203,78.57,12.81,46.93,7.70,0.86,4.32
24629.99,1.6417,4.89759,0.19986,1.642,4.898,0.200,77.95,12.81,48.39,7.64,1.26,4.60
24630.00,1.64157,4.93483,0.19549,1.642,4.935,0.195,75.16,9.84,48.83,7.37,1.26,4.75
24630.01,1.64157,4.9727,0.18919,1.642,4.973,0.189,70.51,4.38,48.98,6.91,0.97,4.79
24630.02,1.6417,5.01119,0.18187,1.642,5.011,0.182,65.24,-2.66,48.54,6.40,0.43,4.80
24630.03,1.64144,5.04717,0.17326,1.641,5.047,0.173,59.66,-10.78,48.25,5.85,-0.26,4.76
24630.04,1.64195,5.08503,0.16362,1.642,5.085,0.164,53.31,-19.06,48.10,5.23,-1.06,4.73
24630.05,1.6417,5.12164,0.15386,1.642,5.122,0.154,48.19,-26.41,47.52,4.73,-1.87,4.72
24630.06,1.6417,5.15824,0.14383,1.642,5.158,0.144,43.39,-30.94,46.79,4.25,-2.59,4.66
24630.07,1.6417,5.19485,0.13278,1.642,5.195,0.133,39.36,-30.00,46.20,3.86,-3.03,4.59
24630.08,1.64144,5.23145,0.12186,1.641,5.231,0.122,35.95,-20.47,45.47,3.53,-2.94,4.53
24630.09,1.6417,5.26616,0.11171,1.642,5.266,0.112,32.69,-2.19,45.03,3.21,-2.01,4.46
24630.10,1.6417,5.30403,0.10143,1.642,5.304,0.101,29.90,24.06,45.18,2.93,-0.21,4.42
24630.11,1.64157,5.33937,0.09141,1.642,5.339,0.091,26.34,54.38,45.76,2.58,2.36,4.43
24630.12,1.6417,5.37471,0.08228,1.642,5.375,0.082,22.00,86.25,46.35,2.16,5.33,4.49
24630.13,1.64157,5.41005,0.07329,1.642,5.410,0.073,18.90,118.59,46.93,1.85,8.46,4.55
24630.14,1.64195,5.44476,0.06545,1.642,5.445,0.065,18.28,148.75,46.79,1.79,11.63,4.60
24630.15,1.6417,5.48011,0.05826,1.642,5.480,0.058,20.29,175.31,46.64,1.99,14.59,4.59
24630.16,1.64182,5.51482,0.05132,1.642,5.515,0.051,23.86,197.34,45.91,2.34,17.19,4.57
24630.17,1.6417,5.54889,0.04528,1.642,5.549,0.045,27.89,213.13,44.45,2.73,19.35,4.50
24630.18,1.64182,5.58108,0.03975,1.642,5.581,0.040,31.76,222.66,42.99,3.11,20.90,4.36
24630.19,1.64182,5.61769,0.03474,1.642,5.618,0.035,35.79,225.63,40.94,3.51,21.84,4.22
24630.20,1.64182,5.64987,0.03024,1.642,5.650,0.030,39.05,222.66,38.61,3.83,22.13,4.02
24630.21,1.64157,5.68332,0.026,1.642,5.683,0.026,42.15,213.59,35.83,4.13,21.84,3.79
24630.22,1.6417,5.71677,0.02241,1.642,5.717,0.022,45.25,198.59,32.47,4.44,20.95,3.51
24630.23,1.64182,5.75148,0.01894,1.642,5.751,0.019,48.04,179.53,29.40,4.71,19.48,3.18
24630.24,1.6417,5.78303,0.01585,1.642,5.783,0.016,50.67,158.59,26.19,4.97,17.61,2.88
24630.25,1.64182,5.81648,0.01315,1.642,5.816,0.013,52.53,137.34,22.97,5.15,15.55,2.57
24630.26,1.64157,5.84993,0.01071,1.642,5.850,0.011,54.24,117.19,19.91,5.32,13.47,2.25
24630.27,1.64182,5.88275,0.00866,1.642,5.883,0.009,55.63,99.69,17.71,5.46,11.49,1.95
24630.28,1.6417,5.91494,0.00673,1.642,5.915,0.007,57.34,85.16,15.96,5.62,9.78,1.74
24630.29,1.64182,5.94839,0.00506,1.642,5.948,0.005,58.73,72.50,15.52,5.76,8.35,1.57
24630.30,1.6417,5.9812,0.00339,1.642,5.981,0.003,60.28,59.84,16.40,5.91,7.11,1.52
24630.31,1.64182,6.01402,0.0021,1.642,6.014,0.002,60.75,46.88,18.15,5.96,5.87,1.61
24630.32,1.64182,6.04747,9.47E-04,1.642,6.047,0.001,61.37,34.38,21.51,6.02,4.60,1.78
24630.33,1.64182,6.08281,-3.38E-04,1.642,6.083,0.000,61.68,22.03,25.90,6.05,3.37,2.11
24630.34,1.64182,6.11626,-0.00137,1.642,6.116,0.001,61.37,8.91,32.03,6.02,2.16,2.54
24630.35,1.64182,6.1516,-0.00214,1.642,6.152,0.002,60.90,-5.47,39.19,5.97,0.87,3.14
24630.36,1.6417,6.18757,-0.00304,1.642,6.188,0.003,60.90,-19.38,47.52,5.97,-0.54,3.84
24630.37,1.6417,6.22418,-0.00368,1.642,6.224,0.004,60.13,-32.66,57.30,5.90,-1.90,4.66
24630.38,1.64182,6.26204,-0.00445,1.642,6.262,0.004,59.97,-45.31,66.80,5.88,-3.20,5.62
24630.39,1.6417,6.30054,-0.00496,1.642,6.301,0.005,60.13,-57.03,74.98,5.90,-4.44,6.55
24630.40,1.64182,6.33841,-0.00561,1.642,6.338,0.006,61.68,-67.34,81.85,6.05,-5.59,7.35
24630.41,1.64182,6.3788,-0.00599,1.642,6.379,0.006,62.61,-76.25,87.98,6.14,-6.60,8.03
24630.42,1.64182,6.41793,-0.00651,1.642,6.418,0.007,64.47,-84.22,93.53,6.32,-7.48,8.63
24630.43,1.64182,6.46147,-0.00676,1.642,6.461,0.007,65.86,-90.31,97.62,6.46,-8.26,9.17
24630.44,1.64157,6.50313,-0.00728,1.642,6.503,0.007,67.41,-95.78,100.55,6.61,-8.86,9.57
24630.45,1.64157,6.54604,-0.00753,1.642,6.546,0.008,69.58,-100.16,103.18,6.82,-9.39,9.86
24630.46,1.64182,6.59085,-0.00766,1.642,6.591,0.008,72.22,-103.59,104.20,7.08,-9.82,10.12
24630.47,1.64182,6.63376,-0.00805,1.642,6.634,0.008,75.01,-106.25,103.91,7.36,-10.16,10.22
24630.48,1.64182,6.6792,-0.00818,1.642,6.679,0.008,77.49,-108.28,102.30,7.60,-10.42,10.19
24630.49,1.64182,6.72717,-0.00856,1.642,6.727,0.009,79.97,-109.84,99.67,7.84,-10.62,10.03
24630.50,1.6417,6.77261,-0.00869,1.642,6.773,0.009,82.45,-110.94,96.46,8.08,-10.77,9.77
24630.51,1.64182,6.81931,-0.00869,1.642,6.819,0.009,84.31,-111.25,92.37,8.27,-10.88,9.46
24630.52,1.64157,6.86727,-0.00882,1.642,6.867,0.009,85.39,-111.56,87.40,8.37,-10.91,9.06
24630.53,1.6417,6.91713,-0.00895,1.642,6.917,0.009,86.32,-111.41,81.99,8.46,-10.94,8.57
24630.54,1.6417,6.96383,-0.00908,1.642,6.964,0.009,86.79,-111.25,77.03,8.51,-10.93,8.04
24630.55,1.6417,7.01369,-0.00959,1.642,7.014,0.010,86.94,-110.94,71.47,8.53,-10.91,7.55
24630.56,1.64157,7.06418,-0.00959,1.642,7.064,0.010,86.63,-110.63,65.92,8.50,-10.88,7.01
24630.57,1.6417,7.11404,-0.00972,1.642,7.114,0.010,85.39,-110.16,60.66,8.37,-10.85,6.46
24630.58,1.64195,7.16452,-0.00985,1.642,7.165,0.010,83.53,-109.53,55.41,8.19,-10.80,5.95
24630.59,1.6417,7.21375,-0.00985,1.642,7.214,0.010,81.52,-109.38,51.02,7.99,-10.74,5.43
24630.60,1.64157,7.26487,-0.00972,1.642,7.265,0.010,79.19,-110.00,48.10,7.77,-10.73,5.00
24630.61,1.64195,7.31599,-0.00985,1.642,7.316,0.010,77.02,-112.34,45.76,7.55,-10.79,4.72
24630.62,1.64182,7.36585,-0.00998,1.642,7.366,0.010,74.39,-115.94,45.18,7.29,-11.02,4.49
24630.63,1.64182,7.4176,-0.00972,1.642,7.418,0.010,71.75,-118.91,44.45,7.04,-11.37,4.43
24630.64,1.64182,7.46871,-0.00998,1.642,7.469,0.010,70.05,-121.25,44.45,6.87,-11.66,4.36
24630.65,1.64182,7.51668,-0.0101,1.642,7.517,0.010,68.19,-122.66,44.59,6.69,-11.89,4.36
24630.66,1.64195,7.5678,-0.0101,1.642,7.568,0.010,66.48,-122.97,44.45,6.52,-12.03,4.37
24630.67,1.64195,7.61513,-0.01036,1.642,7.615,0.010,64.31,-122.81,44.16,6.31,-12.06,4.36
24630.68,1.6417,7.6612,-0.01036,1.642,7.661,0.010,62.14,-122.19,44.30,6.09,-12.04,4.33
24630.69,1.6417,7.7079,-0.0101,1.642,7.708,0.010,59.97,-120.16,43.43,5.88,-11.98,4.34
24630.70,1.64208,7.75208,-0.0101,1.642,7.752,0.010,57.96,-112.66,43.72,5.68,-11.78,4.26
24630.71,1.64195,7.79184,-0.01049,1.642,7.792,0.010,56.10,-97.97,42.70,5.50,-11.05,4.29
24630.72,1.64182,7.82908,-0.01036,1.642,7.829,0.010,54.55,-76.88,42.40,5.35,-9.61,4.19
24630.73,1.64208,7.86442,-0.01036,1.642,7.864,0.010,53.00,-51.72,41.23,5.20,-7.54,4.16
24630.74,1.64182,7.89597,-0.01023,1.642,7.896,0.010,51.45,-27.03,40.21,5.05,-5.07,4.04
24630.75,1.64182,7.92563,-0.01062,1.642,7.926,0.011,50.36,-2.19,38.90,4.94,-2.65,3.94
24630.76,1.64182,7.9534,-0.01049,1.642,7.953,0.010,49.43,19.22,37.29,4.85,-0.21,3.81
24630.77,1.64195,7.97802,-0.01049,1.642,7.978,0.010,48.81,36.88,35.39,4.79,1.88,3.66
24630.78,1.64182,8.00074,-0.01049,1.642,8.001,0.010,48.19,51.09,32.76,4.73,3.62,3.47
24630.79,1.64195,8.02219,-0.01049,1.642,8.022,0.010,47.88,61.41,29.84,4.70,5.01,3.21
24630.80,1.64182,8.03987,-0.01049,1.642,8.040,0.010,47.57,68.13,26.19,4.67,6.02,2.93
24630.81,1.6417,8.05817,-0.01049,1.642,8.058,0.010,47.26,71.25,22.54,4.63,6.68,2.57
24630.82,1.64208,8.07458,-0.01049,1.642,8.075,0.010,47.42,70.78,18.30,4.65,6.99,2.21
24630.83,1.64182,8.0872,-0.01049,1.642,8.087,0.010,47.73,68.44,14.06,4.68,6.94,1.79
24630.84,1.64182,8.10108,-0.01075,1.642,8.101,0.011,48.35,64.84,9.83,4.74,6.71,1.38
24630.85,1.64195,8.11244,-0.01049,1.642,8.112,0.010,49.59,59.84,6.03,4.86,6.36,0.96
24630.86,1.64208,8.12128,-0.01049,1.642,8.121,0.010,50.21,54.69,2.38,4.92,5.87,0.59
24630.87,1.6417,8.12759,-0.01075,1.642,8.128,0.011,50.52,49.84,-0.84,4.95,5.36,0.23
24630.88,1.64195,8.13327,-0.01062,1.642,8.133,0.011,51.14,45.63,-3.47,5.01,4.89,-0.08
24630.89,1.64208,8.13516,-0.01075,1.642,8.135,0.011,51.45,40.47,-5.51,5.05,4.47,-0.34
24630.90,1.64182,8.13327,-0.01049,1.642,8.133,0.010,52.22,34.22,-6.97,5.12,3.97,-0.54
24630.91,1.64182,8.12759,-0.01075,1.642,8.128,0.011,52.69,28.44,-7.27,5.17,3.36,-0.68
24630.92,1.64182,8.11875,-0.01075,1.642,8.119,0.011,53.00,23.91,-7.41,5.20,2.79,-0.71
24630.93,1.64208,8.10424,-0.01062,1.642,8.104,0.011,54.08,22.19,-7.70,5.30,2.34,-0.73
24630.94,1.64195,8.08594,-0.01087,1.642,8.086,0.011,55.32,21.72,-7.41,5.43,2.18,-0.76
24630.95,1.64182,8.06259,-0.01087,1.642,8.063,0.011,56.87,22.34,-7.27,5.58,2.13,-0.73
24630.96,1.64182,8.03419,-0.01062,1.642,8.034,0.011,59.04,23.44,-7.56,5.79,2.19,-0.71
24630.97,1.64195,8.00011,-0.01087,1.642,8.000,0.011,61.06,26.09,-8.00,5.99,2.30,-0.74
24630.98,1.64182,7.96098,-0.01062,1.642,7.961,0.011,62.30,31.25,-8.87,6.11,2.56,-0.78
24630.99,1.64182,7.91491,-0.01049,1.642,7.915,0.010,63.54,38.44,-9.02,6.23,3.06,-0.87
24631.00,1.64195,7.86379,-0.01062,1.642,7.864,0.011,64.47,44.84,-9.46,6.32,3.77,-0.88
24631.01,1.64195,7.80636,-0.01062,1.642,7.806,0.011,65.86,49.69,-9.31,6.46,4.40,-0.93
24631.02,1.6417,7.74451,-0.01075,1.642,7.745,0.011,67.26,51.88,-9.31,6.60,4.87,-0.91
24631.03,1.64195,7.67824,-0.01087,1.642,7.678,0.011,68.50,50.47,-9.02,6.72,5.09,-0.91
24631.04,1.64195,7.60503,-0.01087,1.642,7.605,0.011,69.89,47.03,-8.14,6.85,4.95,-0.88
24631.05,1.64182,7.52488,-0.01087,1.642,7.525,0.011,70.67,40.78,-6.83,6.93,4.61,-0.80
24631.06,1.64182,7.43968,-0.01075,1.642,7.440,0.011,71.13,32.66,-5.51,6.98,4.00,-0.67
24631.07,1.6417,7.35196,-0.01075,1.642,7.352,0.011,70.98,23.44,-3.18,6.96,3.20,-0.54
24631.08,1.64182,7.2573,-0.01087,1.642,7.257,0.011,70.98,13.13,-1.28,6.96,2.30,-0.31
24631.09,1.64195,7.15758,-0.01075,1.642,7.158,0.011,70.67,2.34,1.50,6.93,1.29,-0.13
24631.10,1.64195,7.05345,-0.01062,1.642,7.053,0.011,70.82,-8.59,4.13,6.95,0.23,0.15
24631.11,1.64195,6.9449,-0.01075,1.642,6.945,0.011,71.29,-19.38,7.05,6.99,-0.84,0.40
24631.12,1.64195,6.83067,-0.01075,1.642,6.831,0.011,71.29,-29.38,10.26,6.99,-1.90,0.69
24631.13,1.64195,6.71391,-0.01113,1.642,6.714,0.011,71.29,-39.53,13.48,6.99,-2.88,1.01
24631.14,1.64195,6.59211,-0.01075,1.642,6.592,0.011,71.13,-49.06,16.98,6.98,-3.88,1.32
24631.15,1.6417,6.46526,-0.011,1.642,6.465,0.011,70.20,-58.44,20.20,6.88,-4.81,1.67
24631.16,1.64195,6.33588,-0.01087,1.642,6.336,0.011,70.36,-67.19,23.56,6.90,-5.73,1.98
24631.17,1.64182,6.20398,-0.01075,1.642,6.204,0.011,71.60,-75.31,26.77,7.02,-6.59,2.31
24631.18,1.64182,6.0683,-0.01075,1.642,6.068,0.011,73.30,-82.81,30.13,7.19,-7.39,2.63
24631.19,1.64195,5.92756,-0.011,1.642,5.928,0.011,75.32,-90.31,33.35,7.39,-8.12,2.95
24631.20,1.64182,5.78808,-0.011,1.642,5.788,0.011,77.64,-96.25,36.27,7.61,-8.86,3.27
24631.21,1.64195,5.64419,-0.01087,1.642,5.644,0.011,79.97,-101.25,38.75,7.84,-9.44,3.56
24631.22,1.64195,5.49778,-0.011,1.642,5.498,0.011,82.29,-105.16,41.97,8.07,-9.93,3.80
24631.23,1.64208,5.3482,-0.01075,1.642,5.348,0.011,85.08,-108.28,44.74,8.34,-10.31,4.12
24631.24,1.64195,5.19926,-0.01087,1.642,5.199,0.011,87.10,-110.47,47.22,8.54,-10.62,4.39
24631.25,1.64182,5.0478,-0.01075,1.642,5.048,0.011,87.87,-111.56,50.44,8.62,-10.83,4.63
24631.26,1.64195,4.89255,-0.01062,1.642,4.893,0.011,87.72,-111.72,53.21,8.60,-10.94,4.95
24631.27,1.64195,4.73919,-0.01087,1.642,4.739,0.011,87.56,-111.72,57.01,8.59,-10.96,5.22
24631.28,1.64182,4.58204,-0.01075,1.642,4.582,0.011,87.56,-111.72,60.96,8.59,-10.96,5.59
24631.29,1.64182,4.42616,-0.01075,1.642,4.426,0.011,88.03,-112.03,65.19,8.63,-10.96,5.98
24631.30,1.64182,4.26838,-0.01075,1.642,4.268,0.011,87.87,-112.34,70.31,8.62,-10.99,6.39
24631.31,1.64195,4.10872,-0.01087,1.642,4.109,0.011,88.18,-112.34,75.86,8.65,-11.02,6.89
24631.32,1.64195,3.94841,-0.01075,1.642,3.948,0.011,88.65,-111.56,81.56,8.69,-11.02,7.44
24631.33,1.64182,3.78496,-0.011,1.642,3.785,0.011,89.73,-108.28,87.69,8.80,-10.94,8.00
24631.34,1.64208,3.6215,-0.01087,1.642,3.622,0.011,90.66,-100.78,94.12,8.89,-10.62,8.60
24631.35,1.64182,3.45615,-0.01087,1.642,3.456,0.011,90.97,-90.16,99.67,8.92,-9.88,9.23
24631.36,1.64195,3.28828,-0.01087,1.642,3.288,0.011,89.73,-78.13,105.37,8.80,-8.84,9.77
24631.37,1.64195,3.12104,-0.01113,1.642,3.121,0.011,86.48,-68.91,111.06,8.48,-7.66,10.33
24631.38,1.64195,2.95001,-0.01075,1.642,2.950,0.011,82.45,-64.06,115.45,8.08,-6.76,10.89
24631.39,1.64157,2.77772,-0.011,1.642,2.778,0.011,79.35,-63.75,119.10,7.78,-6.28,11.32
24631.40,1.64195,2.60227,-0.011,1.642,2.602,0.011,76.71,-65.78,121.44,7.52,-6.25,11.68
24631.41,1.64182,2.42682,-0.01087,1.642,2.427,0.011,74.54,-66.41,122.61,7.31,-6.45,11.91
24631.42,1.64195,2.24948,-0.011,1.642,2.249,0.011,72.22,-65.78,122.75,7.08,-6.51,12.02
24631.43,1.64208,2.07403,-0.01087,1.642,2.074,0.011,69.89,-63.28,122.46,6.85,-6.45,12.04
24631.44,1.64195,1.90174,-0.01087,1.642,1.902,0.011,66.64,-60.31,121.88,6.53,-6.21,12.01
24631.45,1.64208,1.73702,-0.01075,1.642,1.737,0.011,63.85,-56.09,120.56,6.26,-5.91,11.95
24631.46,1.64208,1.58051,-0.011,1.642,1.581,0.011,60.75,-51.25,118.95,5.96,-5.50,11.82
24631.47,1.64195,1.43409,-0.011,1.642,1.434,0.011,57.18,-45.63,117.05,5.61,-5.03,11.67
24631.48,1.64182,1.29651,-0.01087,1.642,1.297,0.011,53.62,-41.09,114.42,5.26,-4.47,11.48
24631.49,1.64208,1.17282,-0.011,1.642,1.173,0.011,49.74,-35.00,111.50,4.88,-4.03,11.22
