"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",1-Hz downsampled data,Complete period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original extensometer wire oblique distance; corr = corrected distance to reflect slope-parallel displacement; m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
197.00 ,0.05866,0.04314,0.06584,0.001,0.000,0.000,-4.20,-82.66,-32.10,-0.41,-8.10,-3.15
198.00 ,0.05841,0.0444,0.06571,0.001,0.001,0.000,-4.04,-82.50,-32.10,-0.40,-8.09,-3.15
199.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.89,-82.81,-32.25,-0.38,-8.12,-3.16
200.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-3.89,-82.81,-32.10,-0.38,-8.12,-3.15
201.00 ,0.05841,0.0444,0.06584,0.001,0.001,0.000,-4.20,-82.97,-32.39,-0.41,-8.13,-3.18
202.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.20,-82.97,-32.54,-0.41,-8.13,-3.19
203.00 ,0.05879,0.04377,0.06584,0.001,0.001,0.000,-3.89,-82.81,-32.54,-0.38,-8.12,-3.19
204.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.35,-82.81,-32.54,-0.43,-8.12,-3.19
205.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-4.20,-83.13,-32.54,-0.41,-8.15,-3.19
206.00 ,0.05853,0.04566,0.06571,0.001,0.003,0.000,-4.04,-83.13,-32.54,-0.40,-8.15,-3.19
207.00 ,0.05879,0.04503,0.06584,0.001,0.002,0.000,-4.35,-82.81,-32.69,-0.43,-8.12,-3.20
208.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-4.35,-82.81,-32.54,-0.43,-8.12,-3.19
209.00 ,0.05853,0.0444,0.06584,0.001,0.001,0.000,-4.20,-82.97,-32.54,-0.41,-8.13,-3.19
210.00 ,0.05841,0.04377,0.06584,0.001,0.001,0.000,-4.51,-82.81,-32.54,-0.44,-8.12,-3.19
211.00 ,0.05841,0.04314,0.06597,0.001,0.000,0.000,-4.35,-82.97,-32.54,-0.43,-8.13,-3.19
212.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-4.20,-82.97,-32.69,-0.41,-8.13,-3.20
213.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.20,-83.13,-32.54,-0.41,-8.15,-3.19
214.00 ,0.05828,0.04377,0.06597,0.000,0.001,0.000,-4.35,-83.13,-32.83,-0.43,-8.15,-3.22
215.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.35,-82.97,-32.69,-0.43,-8.13,-3.20
216.00 ,0.05853,0.04377,0.06622,0.001,0.001,0.001,-4.35,-83.13,-32.54,-0.43,-8.15,-3.19
217.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-4.35,-82.97,-32.54,-0.43,-8.13,-3.19
218.00 ,0.05866,0.04314,0.06584,0.001,0.000,0.000,-4.20,-83.13,-32.69,-0.41,-8.15,-3.20
219.00 ,0.05841,0.04377,0.06597,0.001,0.001,0.000,-4.51,-83.28,-32.83,-0.44,-8.17,-3.22
220.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-4.20,-83.13,-32.83,-0.41,-8.15,-3.22
221.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-4.20,-82.97,-32.54,-0.41,-8.13,-3.19
222.00 ,0.05841,0.04314,0.06597,0.001,0.000,0.000,-4.35,-83.44,-32.54,-0.43,-8.18,-3.19
223.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-4.04,-83.28,-32.98,-0.40,-8.17,-3.23
224.00 ,0.05828,0.04314,0.06584,0.000,0.000,0.000,-4.35,-83.28,-32.69,-0.43,-8.17,-3.20
225.00 ,0.05866,0.0444,0.06571,0.001,0.001,0.000,-4.20,-83.13,-32.69,-0.41,-8.15,-3.20
226.00 ,0.05879,0.0444,0.06584,0.001,0.001,0.000,-4.51,-83.44,-32.83,-0.44,-8.18,-3.22
227.00 ,0.05841,0.04377,0.06584,0.001,0.001,0.000,-4.51,-83.28,-32.98,-0.44,-8.17,-3.23
228.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-4.20,-83.28,-32.83,-0.41,-8.17,-3.22
229.00 ,0.05879,0.04377,0.06584,0.001,0.001,0.000,-4.04,-83.59,-32.54,-0.40,-8.20,-3.19
230.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-4.20,-83.28,-32.98,-0.41,-8.17,-3.23
231.00 ,0.05853,0.04503,0.06597,0.001,0.002,0.000,-4.20,-83.13,-32.98,-0.41,-8.15,-3.23
232.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.35,-83.59,-33.27,-0.43,-8.20,-3.26
233.00 ,0.05853,0.0444,0.06609,0.001,0.001,0.000,-4.35,-83.44,-32.98,-0.43,-8.18,-3.23
234.00 ,0.05879,0.04503,0.06597,0.001,0.002,0.000,-4.35,-83.59,-32.98,-0.43,-8.20,-3.23
235.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.35,-83.44,-32.10,-0.43,-8.18,-3.15
236.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-4.35,-83.44,-32.54,-0.43,-8.18,-3.19
237.00 ,0.05866,0.04503,0.06597,0.001,0.002,0.000,-4.51,-83.28,-32.39,-0.44,-8.17,-3.18
238.00 ,0.05879,0.0444,0.06584,0.001,0.001,0.000,-4.35,-83.75,-32.39,-0.43,-8.21,-3.18
239.00 ,0.05853,0.04377,0.06597,0.001,0.001,0.000,-4.20,-83.44,-32.39,-0.41,-8.18,-3.18
240.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-4.04,-83.28,-32.54,-0.40,-8.17,-3.19
241.00 ,0.05853,0.0444,0.06597,0.001,0.001,0.000,-4.35,-83.44,-32.54,-0.43,-8.18,-3.19
242.00 ,0.05853,0.0444,0.06597,0.001,0.001,0.000,-4.51,-83.59,-32.69,-0.44,-8.20,-3.20
243.00 ,0.05879,0.04377,0.06558,0.001,0.001,0.000,-4.51,-83.28,-32.54,-0.44,-8.17,-3.19
244.00 ,0.05879,0.04503,0.06584,0.001,0.002,0.000,-4.20,-83.28,-32.69,-0.41,-8.17,-3.20
245.00 ,0.05891,0.04377,0.06597,0.001,0.001,0.000,-4.35,-83.13,-32.54,-0.43,-8.15,-3.19
246.00 ,0.05866,0.0444,0.06571,0.001,0.001,0.000,-4.51,-83.28,-32.54,-0.44,-8.17,-3.19
247.00 ,0.05841,0.04377,0.06584,0.001,0.001,0.000,-4.66,-83.44,-32.69,-0.46,-8.18,-3.20
248.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-4.51,-83.44,-32.83,-0.44,-8.18,-3.22
249.00 ,0.05866,0.04377,0.06571,0.001,0.001,0.000,-4.20,-83.44,-32.69,-0.41,-8.18,-3.20
250.00 ,0.05879,0.0444,0.06584,0.001,0.001,0.000,-4.20,-83.28,-32.83,-0.41,-8.17,-3.22
251.00 ,0.05866,0.04314,0.06597,0.001,0.000,0.000,-4.20,-83.75,-32.83,-0.41,-8.21,-3.22
252.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-4.35,-83.59,-32.98,-0.43,-8.20,-3.23
253.00 ,0.05866,0.0444,0.06571,0.001,0.001,0.000,-4.51,-83.75,-32.54,-0.44,-8.21,-3.19
254.00 ,0.05853,0.04377,0.06571,0.001,0.001,0.000,-4.35,-83.75,-32.83,-0.43,-8.21,-3.22
255.00 ,0.05879,0.0444,0.06584,0.001,0.001,0.000,-4.20,-83.75,-32.98,-0.41,-8.21,-3.23
256.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-4.35,-83.75,-32.98,-0.43,-8.21,-3.23
257.00 ,0.05853,0.0444,0.06597,0.001,0.001,0.000,-4.04,-83.59,-32.98,-0.40,-8.20,-3.23
258.00 ,0.05879,0.04377,0.06597,0.001,0.001,0.000,-4.04,-83.75,-32.83,-0.40,-8.21,-3.22
259.00 ,0.05866,0.04251,0.06584,0.001,-0.001,0.000,-4.20,-83.75,-32.98,-0.41,-8.21,-3.23
260.00 ,0.05879,0.04377,0.06584,0.001,0.001,0.000,-4.35,-83.44,-32.98,-0.43,-8.18,-3.23
261.00 ,0.05853,0.0444,0.06609,0.001,0.001,0.000,-3.89,-83.75,-33.27,-0.38,-8.21,-3.26
262.00 ,0.05879,0.04503,0.06597,0.001,0.002,0.000,-3.89,-83.91,-33.12,-0.38,-8.23,-3.25
263.00 ,0.05853,0.04503,0.06571,0.001,0.002,0.000,-4.04,-83.75,-32.98,-0.40,-8.21,-3.23
264.00 ,0.05866,0.04314,0.06597,0.001,0.000,0.000,-4.04,-83.75,-33.27,-0.40,-8.21,-3.26
265.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-4.04,-84.06,-33.27,-0.40,-8.24,-3.26
266.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.04,-83.91,-33.27,-0.40,-8.23,-3.26
267.00 ,0.05891,0.04314,0.06571,0.001,0.000,0.000,-3.89,-84.06,-33.42,-0.38,-8.24,-3.28
268.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.89,-83.91,-33.27,-0.38,-8.23,-3.26
269.00 ,0.05879,0.04314,0.06597,0.001,0.000,0.000,-4.04,-83.75,-33.12,-0.40,-8.21,-3.25
270.00 ,0.05879,0.04377,0.06597,0.001,0.001,0.000,-4.04,-83.75,-33.27,-0.40,-8.21,-3.26
271.00 ,0.05866,0.0444,0.06571,0.001,0.001,0.000,-4.20,-83.91,-33.42,-0.41,-8.23,-3.28
272.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-4.20,-83.75,-33.27,-0.41,-8.21,-3.26
273.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.20,-84.06,-33.12,-0.41,-8.24,-3.25
274.00 ,0.05879,0.04377,0.06609,0.001,0.001,0.000,-3.89,-83.91,-33.42,-0.38,-8.23,-3.28
275.00 ,0.05853,0.04503,0.06571,0.001,0.002,0.000,-3.89,-84.06,-33.42,-0.38,-8.24,-3.28
276.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-4.04,-84.06,-33.42,-0.40,-8.24,-3.28
277.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-4.04,-84.06,-33.12,-0.40,-8.24,-3.25
278.00 ,0.05853,0.0444,0.06584,0.001,0.001,0.000,-3.58,-84.06,-33.42,-0.35,-8.24,-3.28
279.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.89,-84.22,-33.56,-0.38,-8.26,-3.29
280.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.89,-84.06,-33.27,-0.38,-8.24,-3.26
281.00 ,0.05879,0.04314,0.06597,0.001,0.000,0.000,-3.89,-84.22,-33.71,-0.38,-8.26,-3.30
282.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.73,-83.91,-33.71,-0.37,-8.23,-3.30
283.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-3.58,-84.06,-33.56,-0.35,-8.24,-3.29
284.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.89,-84.53,-33.56,-0.38,-8.29,-3.29
285.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-3.73,-84.06,-33.56,-0.37,-8.24,-3.29
286.00 ,0.05866,0.04314,0.06597,0.001,0.000,0.000,-3.89,-84.06,-33.71,-0.38,-8.24,-3.30
287.00 ,0.05853,0.04314,0.06597,0.001,0.000,0.000,-3.73,-84.22,-33.42,-0.37,-8.26,-3.28
288.00 ,0.05853,0.04377,0.06609,0.001,0.001,0.000,-3.73,-84.38,-33.85,-0.37,-8.27,-3.32
289.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.89,-84.53,-33.56,-0.38,-8.29,-3.29
290.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.73,-84.38,-33.56,-0.37,-8.27,-3.29
291.00 ,0.05853,0.04251,0.06597,0.001,-0.001,0.000,-3.89,-84.22,-33.56,-0.38,-8.26,-3.29
292.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-4.04,-84.38,-33.85,-0.40,-8.27,-3.32
293.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.73,-84.53,-33.85,-0.37,-8.29,-3.32
294.00 ,0.05879,0.04377,0.06609,0.001,0.001,0.000,-3.73,-84.69,-33.56,-0.37,-8.30,-3.29
295.00 ,0.05879,0.04377,0.06584,0.001,0.001,0.000,-3.89,-84.53,-33.42,-0.38,-8.29,-3.28
296.00 ,0.05853,0.04503,0.06584,0.001,0.002,0.000,-3.89,-84.53,-32.83,-0.38,-8.29,-3.22
297.00 ,0.05841,0.04377,0.06571,0.001,0.001,0.000,-3.73,-84.38,-33.27,-0.37,-8.27,-3.26
298.00 ,0.05853,0.04503,0.06584,0.001,0.002,0.000,-3.42,-84.38,-33.27,-0.34,-8.27,-3.26
299.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.58,-84.69,-33.12,-0.35,-8.30,-3.25
300.00 ,0.05891,0.04314,0.06584,0.001,0.000,0.000,-3.73,-84.53,-33.27,-0.37,-8.29,-3.26
301.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.73,-84.69,-33.27,-0.37,-8.30,-3.26
302.00 ,0.05853,0.04314,0.06597,0.001,0.000,0.000,-4.04,-84.69,-33.42,-0.40,-8.30,-3.28
303.00 ,0.05866,0.0444,0.06571,0.001,0.001,0.000,-3.58,-84.69,-33.42,-0.35,-8.30,-3.28
304.00 ,0.05866,0.04314,0.06584,0.001,0.000,0.000,-3.73,-85.00,-33.27,-0.37,-8.33,-3.26
305.00 ,0.05853,0.04314,0.06571,0.001,0.000,0.000,-3.73,-84.69,-33.71,-0.37,-8.30,-3.30
306.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.58,-84.69,-33.56,-0.35,-8.30,-3.29
307.00 ,0.05879,0.04314,0.06597,0.001,0.000,0.000,-3.89,-84.53,-33.42,-0.38,-8.29,-3.28
308.00 ,0.05879,0.04377,0.06597,0.001,0.001,0.000,-3.73,-84.84,-33.42,-0.37,-8.32,-3.28
309.00 ,0.05879,0.0444,0.06609,0.001,0.001,0.000,-3.73,-85.00,-33.42,-0.37,-8.33,-3.28
310.00 ,0.05853,0.04503,0.06597,0.001,0.002,0.000,-3.58,-85.00,-33.56,-0.35,-8.33,-3.29
311.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.42,-84.69,-33.71,-0.34,-8.30,-3.30
312.00 ,0.05853,0.0444,0.06584,0.001,0.001,0.000,-3.58,-84.84,-33.85,-0.35,-8.32,-3.32
313.00 ,0.05853,0.04314,0.06584,0.001,0.000,0.000,-3.58,-84.69,-33.85,-0.35,-8.30,-3.32
314.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.42,-85.16,-33.85,-0.34,-8.35,-3.32
315.00 ,0.05853,0.04314,0.06597,0.001,0.000,0.000,-3.73,-85.16,-33.71,-0.37,-8.35,-3.30
316.00 ,0.05853,0.0444,0.06571,0.001,0.001,0.000,-3.58,-85.16,-34.00,-0.35,-8.35,-3.33
317.00 ,0.05853,0.04377,0.06571,0.001,0.001,0.000,-3.42,-85.31,-33.85,-0.34,-8.36,-3.32
318.00 ,0.05879,0.04314,0.06584,0.001,0.000,0.000,-3.73,-85.47,-33.85,-0.37,-8.38,-3.32
319.00 ,0.05866,0.0444,0.06571,0.001,0.001,0.000,-3.73,-85.16,-33.85,-0.37,-8.35,-3.32
320.00 ,0.05879,0.04251,0.06584,0.001,-0.001,0.000,-3.42,-85.16,-33.85,-0.34,-8.35,-3.32
321.00 ,0.05866,0.04314,0.06597,0.001,0.000,0.000,-3.58,-85.00,-34.00,-0.35,-8.33,-3.33
322.00 ,0.05879,0.04314,0.06571,0.001,0.000,0.000,-3.58,-85.00,-33.85,-0.35,-8.33,-3.32
323.00 ,0.05879,0.04314,0.06597,0.001,0.000,0.000,-3.42,-85.16,-34.00,-0.34,-8.35,-3.33
324.00 ,0.05853,0.0444,0.06597,0.001,0.001,0.000,-3.73,-85.16,-34.00,-0.37,-8.35,-3.33
325.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.42,-85.16,-34.15,-0.34,-8.35,-3.35
326.00 ,0.05853,0.04314,0.06597,0.001,0.000,0.000,-3.58,-85.16,-33.85,-0.35,-8.35,-3.32
327.00 ,0.05853,0.04377,0.06597,0.001,0.001,0.000,-3.58,-85.00,-34.15,-0.35,-8.33,-3.35
328.00 ,0.05853,0.0444,0.06597,0.001,0.001,0.000,-3.58,-85.16,-34.15,-0.35,-8.35,-3.35
329.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.58,-85.00,-34.15,-0.35,-8.33,-3.35
330.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.42,-84.84,-34.29,-0.34,-8.32,-3.36
331.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-3.73,-85.00,-34.15,-0.37,-8.33,-3.35
332.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.58,-84.69,-34.59,-0.35,-8.30,-3.39
333.00 ,0.05866,0.04503,0.06584,0.001,0.002,0.000,-3.42,-84.69,-34.29,-0.34,-8.30,-3.36
334.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.58,-84.84,-34.15,-0.35,-8.32,-3.35
335.00 ,0.05879,0.04377,0.06597,0.001,0.001,0.000,-3.58,-84.22,-34.59,-0.35,-8.26,-3.39
336.00 ,0.05853,0.04377,0.06597,0.001,0.001,0.000,-3.58,-84.22,-34.29,-0.35,-8.26,-3.36
337.00 ,0.05853,0.04503,0.06584,0.001,0.002,0.000,-3.58,-84.53,-34.44,-0.35,-8.29,-3.38
338.00 ,0.05879,0.04377,0.06584,0.001,0.001,0.000,-3.89,-84.22,-34.44,-0.38,-8.26,-3.38
339.00 ,0.05866,0.04251,0.06584,0.001,-0.001,0.000,-3.73,-84.22,-34.29,-0.37,-8.26,-3.36
340.00 ,0.05879,0.0444,0.06584,0.001,0.001,0.000,-3.58,-84.22,-34.44,-0.35,-8.26,-3.38
341.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.89,-84.06,-34.29,-0.38,-8.24,-3.36
342.00 ,0.05879,0.04377,0.06597,0.001,0.001,0.000,-3.58,-84.06,-34.59,-0.35,-8.24,-3.39
343.00 ,0.05866,0.04377,0.06571,0.001,0.001,0.000,-3.42,-84.06,-34.29,-0.34,-8.24,-3.36
344.00 ,0.05853,0.0444,0.06571,0.001,0.001,0.000,-3.89,-84.06,-34.15,-0.38,-8.24,-3.35
345.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.42,-84.38,-34.59,-0.34,-8.27,-3.39
346.00 ,0.05866,0.04314,0.06597,0.001,0.000,0.000,-3.58,-84.06,-34.44,-0.35,-8.24,-3.38
347.00 ,0.05853,0.0444,0.06597,0.001,0.001,0.000,-3.58,-84.22,-34.59,-0.35,-8.26,-3.39
348.00 ,0.05879,0.04314,0.06597,0.001,0.000,0.000,-3.58,-84.53,-34.59,-0.35,-8.29,-3.39
349.00 ,0.05853,0.04377,0.06597,0.001,0.001,0.000,-3.73,-84.22,-34.59,-0.37,-8.26,-3.39
350.00 ,0.05866,0.04251,0.06597,0.001,-0.001,0.000,-3.73,-84.06,-34.59,-0.37,-8.24,-3.39
351.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.73,-84.22,-34.59,-0.37,-8.26,-3.39
352.00 ,0.05853,0.0444,0.06584,0.001,0.001,0.000,-3.73,-84.53,-34.59,-0.37,-8.29,-3.39
353.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.58,-84.06,-34.29,-0.35,-8.24,-3.36
354.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-3.89,-83.91,-34.44,-0.38,-8.23,-3.38
355.00 ,0.05853,0.0444,0.06584,0.001,0.001,0.000,-3.58,-83.91,-34.29,-0.35,-8.23,-3.36
356.00 ,0.05879,0.04377,0.06584,0.001,0.001,0.000,-3.58,-84.06,-34.59,-0.35,-8.24,-3.39
357.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.73,-83.75,-34.59,-0.37,-8.21,-3.39
358.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.58,-84.06,-34.73,-0.35,-8.24,-3.41
359.00 ,0.05853,0.04377,0.06597,0.001,0.001,0.000,-3.58,-84.22,-34.44,-0.35,-8.26,-3.38
360.00 ,0.05879,0.0444,0.06584,0.001,0.001,0.000,-3.73,-84.22,-34.44,-0.37,-8.26,-3.38
361.00 ,0.05879,0.04503,0.06597,0.001,0.002,0.000,-4.04,-84.06,-34.59,-0.40,-8.24,-3.39
362.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.73,-84.22,-34.44,-0.37,-8.26,-3.38
363.00 ,0.05853,0.04503,0.06584,0.001,0.002,0.000,-3.42,-84.53,-34.44,-0.34,-8.29,-3.38
364.00 ,0.05853,0.0444,0.06609,0.001,0.001,0.000,-4.04,-84.06,-34.44,-0.40,-8.24,-3.38
365.00 ,0.05866,0.04377,0.06571,0.001,0.001,0.000,-3.73,-84.38,-34.59,-0.37,-8.27,-3.39
366.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-3.73,-84.84,-34.44,-0.37,-8.32,-3.38
367.00 ,0.05853,0.04377,0.06597,0.001,0.001,0.000,-3.89,-84.53,-34.29,-0.38,-8.29,-3.36
368.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.89,-84.53,-34.44,-0.38,-8.29,-3.38
369.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-4.20,-84.53,-34.59,-0.41,-8.29,-3.39
370.00 ,0.05891,0.04377,0.06597,0.001,0.001,0.000,-4.20,-84.69,-34.15,-0.41,-8.30,-3.35
371.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.89,-84.84,-34.29,-0.38,-8.32,-3.36
372.00 ,0.05891,0.0444,0.06597,0.001,0.001,0.000,-3.89,-84.84,-34.15,-0.38,-8.32,-3.35
373.00 ,0.05866,0.04314,0.06584,0.001,0.000,0.000,-3.89,-84.84,-33.85,-0.38,-8.32,-3.32
374.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-4.04,-85.16,-34.29,-0.40,-8.35,-3.36
375.00 ,0.05879,0.04377,0.06584,0.001,0.001,0.000,-4.04,-84.84,-34.29,-0.40,-8.32,-3.36
376.00 ,0.05879,0.04314,0.06609,0.001,0.000,0.000,-3.89,-84.84,-34.44,-0.38,-8.32,-3.38
377.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.73,-85.16,-34.15,-0.37,-8.35,-3.35
378.00 ,0.05853,0.04377,0.06597,0.001,0.001,0.000,-3.89,-85.00,-34.29,-0.38,-8.33,-3.36
379.00 ,0.05879,0.0444,0.06584,0.001,0.001,0.000,-3.73,-85.16,-34.15,-0.37,-8.35,-3.35
380.00 ,0.05866,0.04503,0.06609,0.001,0.002,0.000,-3.58,-85.31,-34.29,-0.35,-8.36,-3.36
381.00 ,0.05853,0.0444,0.06597,0.001,0.001,0.000,-3.73,-85.31,-34.44,-0.37,-8.36,-3.38
382.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-3.73,-85.16,-34.29,-0.37,-8.35,-3.36
383.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.58,-85.16,-34.44,-0.35,-8.35,-3.38
384.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.58,-84.69,-34.44,-0.35,-8.30,-3.38
385.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-3.73,-85.00,-34.15,-0.37,-8.33,-3.35
386.00 ,0.05866,0.04251,0.06584,0.001,-0.001,0.000,-3.89,-85.00,-34.29,-0.38,-8.33,-3.36
387.00 ,0.05879,0.0444,0.06597,0.001,0.001,0.000,-3.73,-85.00,-34.44,-0.37,-8.33,-3.38
388.00 ,0.05866,0.0444,0.06609,0.001,0.001,0.000,-3.58,-84.53,-34.44,-0.35,-8.29,-3.38
389.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.73,-84.69,-34.29,-0.37,-8.30,-3.36
390.00 ,0.05866,0.04503,0.06597,0.001,0.002,0.000,-3.73,-84.53,-34.59,-0.37,-8.29,-3.39
391.00 ,0.05853,0.04566,0.06597,0.001,0.003,0.000,-3.89,-84.84,-34.59,-0.38,-8.32,-3.39
392.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-3.73,-84.69,-34.29,-0.37,-8.30,-3.36
393.00 ,0.05866,0.0444,0.06597,0.001,0.001,0.000,-3.89,-84.53,-34.29,-0.38,-8.29,-3.36
394.00 ,0.05853,0.04377,0.06584,0.001,0.001,0.000,-3.89,-84.53,-34.59,-0.38,-8.29,-3.39
395.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.42,-84.53,-34.44,-0.34,-8.29,-3.38
396.00 ,0.05828,0.04377,0.06597,0.000,0.001,0.000,-3.58,-84.38,-34.29,-0.35,-8.27,-3.36
397.00 ,0.05866,0.04503,0.06597,0.001,0.002,0.000,-3.89,-84.69,-34.15,-0.38,-8.30,-3.35
398.00 ,0.05879,0.04377,0.06571,0.001,0.001,0.000,-3.89,-84.84,-34.15,-0.38,-8.32,-3.35
399.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.89,-84.84,-34.44,-0.38,-8.32,-3.38
400.00 ,0.05866,0.04377,0.06584,0.001,0.001,0.000,-3.89,-84.53,-34.44,-0.38,-8.29,-3.38
401.00 ,0.05891,0.04314,0.06597,0.001,0.000,0.000,-3.89,-84.69,-34.59,-0.38,-8.30,-3.39
402.00 ,0.05891,0.0444,0.06597,0.001,0.001,0.000,-3.89,-84.38,-34.73,-0.38,-8.27,-3.41
403.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-4.04,-84.53,-34.44,-0.40,-8.29,-3.38
404.00 ,0.05866,0.04377,0.06597,0.001,0.001,0.000,-3.58,-84.53,-34.29,-0.35,-8.29,-3.36
405.00 ,0.05866,0.04314,0.06597,0.001,0.000,0.000,-3.89,-84.69,-34.59,-0.38,-8.30,-3.39
406.00 ,0.05879,0.0444,0.06571,0.001,0.001,0.000,-3.73,-84.38,-34.44,-0.37,-8.27,-3.38
407.00 ,0.05853,0.0444,0.06584,0.001,0.001,0.000,-3.58,-84.69,-34.59,-0.35,-8.30,-3.39
408.00 ,0.05866,0.0444,0.06584,0.001,0.001,0.000,-3.89,-84.69,-34.29,-0.38,-8.30,-3.36
409.00 ,0.05879,0.04377,0.06597,0.001,0.001,0.000,-3.73,-84.69,-34.29,-0.37,-8.30,-3.36
410.00 ,0.05866,0.04314,0.06597,0.001,0.000,0.000,-3.89,-84.84,-34.59,-0.38,-8.32,-3.39
411.00 ,0.05866,0.04377,0.06609,0.001,0.001,0.000,-3.42,-84.69,-34.59,-0.34,-8.30,-3.39
